Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Estimated Number of 10k-gallon Hauls,Estimated Number of 20k-gallon Hauls
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,Crane Rd.,Destination Address,Other,,,,2024-05-20,False,,,,,2871670.0,287,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,Crane Rd.,Destination Address,Other,,,,2024-07-22,False,,,,,3604101.0,360,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-02-11,False,,,,,1908170.0,191,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-03-24,False,,,,,2241300.0,224,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-06-12,False,,,,,1826400.0,183,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-07-21,False,,,,,1007140.0,101,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-08-22,False,,,,,1776213.0,178,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-09-03,False,,,,,1626005.0,163,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-10-18,False,,,,,1296000.0,130,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-02-08,False,,,,,2024000.0,202,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,,,Other,,,,2024-03-20,False,,,,,1897400.0,190,0
B-6 Dairy,22014 Turner Road Hilmar CA 95324,37.375484,-120.888949,,,Farmer,,,2024-05-26,2024-08-10,False,,,,,5842000.0,584,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-01-10,False,,,,,,,
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-02-12,False,,,,,200.75,0,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-03-15,False,,,,,240000.0,24,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-04-24,False,,,,,490000.0,49,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-06-13,False,,,,,840000.0,84,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Farmer,,,,2024-07-03,False,,,,,392000.0,39,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-07-28,False,,,,,840000.0,84,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-10-18,False,,,,,500000.0,50,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Farmer,,,,2024-12-09,False,,,,,325755.0,33,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-02-03,False,,,,,1200000.0,120,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-08-22,False,,,,,720000.0,72,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-01-13,False,,,,,1440000.0,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-02-16,False,,,,,1440000.0,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-04-12,False,,,,,1200000.0,120,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-08-19,False,,,,,720000.0,72,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-02-05,False,,,,,1440000.0,144,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-03-09,False,,,,,1560000.0,156,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-04-02,False,,,,,1320000.0,132,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-09-01,False,,,,,960000.0,96,0
Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-10-15,False,,,,,960000.0,96,0
Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,042-150-062,Destination Assessor Parcel Number,Other,37.530947,-122.305974,,2024-11-12,False,9500.0,247.0,,,2346500.0,235,0
Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,042-020-025,Destination Assessor Parcel Number,Other,36.857866,-120.440422,,2024-11-12,False,9500.0,55.0,,,522500.0,52,0
Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,,,Other,,,,2024-11-12,False,9500.0,41.0,,,389500.0,39,0
Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,36.957177099286,-120.839305222425,Los Banos 93635 Mercy Springs Merced,Destination Address,Farmer,37.115572851786,-120.834801599578,,2024-01-01,False,10000.0,370.0,,,3700000.0,370,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-06-03,False,,,,,1260000.0,126,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-07-25,False,,,,,990000.0,99,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-08-03,False,,,,,816000.0,82,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-08-14,False,,,,,744000.0,74,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-08-23,False,,,,,468000.0,47,0
Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Other,37.404939372747,-120.908510573631,,2024-09-03,False,,,,,645000.0,64,0
R&S Dairy,24065 E. Arthur Road Escalon CA 95320,37.8133004,-121.0144209,229-070-09,Destination Assessor Parcel Number,Other,33.945546,-117.391368,2024-05-01,2024-05-05,False,,,,,2400000.0,240,0
Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,37.716051772105,-121.231490113415,,,Other,,,2024-05-18,2024-05-22,True,,,,,6468000.0,647,0
Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,37.716051772105,-121.231490113415,,,Other,,,2024-10-09,2024-10-14,True,,,,,7234320.0,723,0
Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,37.18974067233,-121.026112866134,063-250-029,Destination Assessor Parcel Number,Other,39.838974,-121.668555,,2024-06-21,True,,,,,780000.0,78,0
Lawrence Family Farms,14760 Ave. 208 Tulare 93274,36.168288717125,-119.243422206139,,,Other,,,2024-01-01,2024-12-31,False,,,,,5683200.0,568,0
Triple H #1,13255 Ave 212 Tulare CA 93274,36.17211367291,-119.275409895589,"191-140-008,191-140-009",Destination Assessor Parcel Number,Other,36.172146,-119.283695,2024-02-01,2024-02-18,False,,,,,35000000.0,3500,0
Van Beek Bros Dairy,14808 Rd 152 Tipton 93272,36.058900494352,-119.232296878969,232-160-001,Destination Assessor Parcel Number,Other,36.062113,-119.245767,2024-01-01,2024-12-31,False,,,,,13824000.0,1382,0
Vintage Dairy,12608 Road 144 Tipton CA 93272,36.016380193271,-119.250441213709,13167 Road 144 Tipton CA 93272,Destination Contact Address,Farmer,36.029793249531,-119.25052811144,,2024-12-31,False,,,,,37244426.4,3724,0
Decade Dairy,3313 Avenue 256 Tulare CA 93274,36.255277433231,-119.529051797762,Tri Palm Dairy 2429 Idaho Avenude Hanford CA 93230,Destination Contact Address,Farmer,36.268825999586,-119.499869970372,2024-04-15,2024-07-18,False,,,,,7168656.0,717,0
Scheenstra Dairy,16800 Rd 96 Tipton 93272,36.095494253402,-119.357710026157,"228-090-004,228-090-013",Destination Assessor Parcel Number,Other,36.107228,-119.344429,2024-01-01,2024-12-31,False,,,,,32000000.0,3200,0
