dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,total_manure_excreted_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_reported_n_lbs,unaccounted_for_n_lbs,total_applied_p_lbs,total_reported_p_lbs,unaccounted_for_p_lbs,total_applied_k_lbs,total_reported_k_lbs,unaccounted_for_k_lbs,total_applied_salt_lbs,total_reported_salt_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_to_reported,estimated_annual_milk_production_l,wastewater_estimated,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation
Capstone Ranch,14221 Ave 14 Madera Madera 93637,3600.0,400.0,0.0,0.0,0.0,0.0,,104485.49,0.0,0.0,1363229.2,229272.03,724911.22,0.0,0.0,0.0,65674.52,582785.1,0.0,0.0,0.0,0.0,0.0,624859.04,624859.04,65674.52,582785.1,5014735.9,0.0,0.0,0.0,0.0,2023AR_Capstone Dairy_14303 Ave 14_Madera.pdf,0.0,0.0,0.0,4000.0,624859.04,0.0,0.0,65674.52,294946.55,0.0,582785.1,1307696.3199999998,0.0,5014735.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214480.0,0.0,0.0,-100.0
Medeiros Dairy Inc.,608 E Riverdale AVE Laton Fresno 93242,925.0,100.0,500.0,500.0,500.0,0.0,,36987.27,70.0,314248.61,448926.59,72795.25,177146.03,458531.25,38176000.0,94661.8,11998.36,73579.97,522641.37,102920.0,44660.0,187680.0,4532512.48,94661.8,94661.8,11998.36,73579.97,522641.37,1.17,1.86,1.14,6.39,2023AR_Medeiros Dairy_608 E Riverdale Ave_Fresno.pdf,31.75144,32.703983199999996,12235377.714699998,2525.0,197581.8,408910.41,0.0,56658.36,84793.61,0.0,261259.97,250726.0,0.0,5055153.850000001,981172.62,0.0,144511812.16,11.810980872815932,12235377.714699998,12602439.046140999,11.810980872815932,0.0,0.0,0.0,0.0,440804.40243902436,0.0,0.0,-28.71019248872647
Shein Ranch,13668 13 AVE Madera Madera 93637,7200.0,400.0,200.0,0.0,0.0,0.0,,205297.78,0.0,0.0,2672438.4,452120.07,0.0,0.0,0.0,843277.53,79762.2,0.0,0.0,8564.12,2514.68,1696.9,184533.12,843277.53,843277.53,79762.2,683712.86,5892225.98,0.0,0.0,0.0,0.0,2023AR_South Point Ranch_13668 Ave 13_Madera.pdf,0.0,0.0,0.0,7800.0,851841.65,843277.53,0.0,82276.87999999999,531882.27,0.0,685409.76,0.0,0.0,6076759.100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329728.0975609757,0.0,0.0,-100.0
Fred Rau Dairy Inc.,10255 W Manning AVE Fresno Fresno 93706,1394.0,199.0,442.0,530.0,231.0,164.0,,50369.89,0.0,0.0,626959.85,102946.41,271543.15,0.0,0.0,42040.28,4339.55,24410.2,0.0,0.0,0.0,0.0,0.0,42040.28,42040.28,4339.55,24410.2,181225.74,0.0,0.0,0.0,0.0,2023AR_Fred Rau Dairy_10255 W Manning Ave_Fresno.pdf,0.0,0.0,0.0,2960.0,42040.28,42040.28,0.0,4339.55,107285.96,0.0,24410.2,295953.35000000003,0.0,181225.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606262.4917073171,0.0,0.0,-100.0
Black Diamond Dairy,18541 S Fruit AVE Riverdale Fresno 93656,975.0,80.0,400.0,300.0,250.0,0.0,,34003.01,69.0,293513.15,419304.5,69155.87,186080.92,477474.75,44225000.0,141138.97,18224.91,110438.01,694792.18,0.0,0.0,0.0,0.0,71082.17,71082.17,8229.47,52300.24,319157.03,1.35,1.12,1.09,0.49,2023AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno.pdf,31.297848,32.236783439999996,12413579.383157998,2005.0,71082.17,434652.12,0.0,8229.47,87380.78,0.0,52300.24,296518.93,0.0,319157.03,1172266.9300000002,0.0,167409757.25,13.486018180794135,12413579.383157998,12785986.764652738,13.486018180794135,0.0,0.0,0.0,0.0,407332.14878048777,0.0,0.0,-27.94255231786899
Shady Acres Dairy 42,15391 West EIkhorn AVE HeIm Fresno 93627,3000.0,500.0,1300.0,1040.0,330.0,150.0,,106725.09,0.0,0.0,1311760.64,215768.34,560730.68,0.0,0.0,135644.81,37665.63,99905.05,0.0,0.0,0.0,0.0,0.0,135644.81,135644.81,37665.63,99905.05,1247189.42,0.0,0.0,0.0,0.0,2023AR_Shady Acres Dairy #2_15391 W Elkhorn Ave_Fresno.pdf,0.0,0.0,0.0,6320.0,135644.81,135644.81,0.0,37665.63,253433.97,0.0,99905.05,660635.7300000001,0.0,1247189.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340371.2195121953,0.0,0.0,-100.0
Redtop Jerseys LP,21463 Road 4 ChowchiIla Madera 93610,6000.0,1200.0,0.0,0.0,0.0,0.0,,160771.96,0.0,0.0,2120799.48,349260.56,1101751.36,0.0,0.0,317601.16,26555.88,365000.71,0.0,78112.01,8192.48,37699.54,263725.16,317601.16,317601.16,26555.88,365000.71,2558490.72,0.0,0.0,0.0,0.0,2023AR_Red Top Jerseys Dairy_21463 Road 4_Madera.pdf,0.0,0.0,0.0,7200.0,395713.17,317601.16,0.0,34748.36,375816.44,0.0,402700.25,1466752.07,0.0,2822215.8800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186064.0,0.0,0.0,-100.0
Green Valley Dairy LLC,2685 S Madera AVE Kerman Fresno 93630,1800.0,350.0,700.0,825.0,400.0,400.0,,68824.17,68.0,593346.33,847637.62,136998.18,342351.41,928012.5,27129800.0,94085.97,12181.73,88255.72,576255.77,10850.0,4050.0,15780.0,358948.24,94085.97,94085.97,12181.73,88255.72,576255.77,1.25,1.08,0.86,2.24,2023AR_Green Valley Dairy_2685 S Madera Ave_Fresno.pdf,30.844256,31.769583680000004,24931180.792880002,4475.0,104935.97,687432.2999999999,0.0,16231.73,149179.91,0.0,104035.72,430607.13,0.0,935204.01,1504268.27,0.0,102697416.21800001,4.119235950802978,24931180.792880002,25679116.216666404,4.119235950802978,0.0,0.0,0.0,0.0,851802.2073170731,0.0,0.0,-30.342240850858243
_ Tri-lest Dairy,16500 Avenue 14 Madera Madera 93637,4225.0,610.0,1950.0,1705.0,650.0,425.0,,158497.48,0.0,0.0,1956030.29,321933.31,0.0,0.0,0.0,249754.82,0.0,419066.6,0.0,275157.45,110164.77,480360.45,0.0,249754.82,249754.82,64645.98,419066.6,2015972.17,0.0,0.0,0.0,0.0,2023AR_Tri-Iest Dairy_16500 Ave 14_Madera.pdf,0.0,0.0,0.0,9565.0,524912.27,249754.82,0.0,174810.75,321933.31,0.0,899427.05,419066.6,0.0,2015972.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913805.7243902443,0.0,0.0,-100.0
ADAMSCOWS DAIRY,16661 S FOWLER AVE SELMA Fresno 93662,60.0,10.0,20.0,20.0,15.0,15.0,,2195.28,0.0,0.0,0.0,4415.3,11529.97,0.0,0.0,990.59,0.0,0.0,0.0,14700.0,5120.0,28580.0,984312.8,990.59,990.59,7.02,81.17,2233.26,0.0,0.0,0.0,0.0,2023AR_Adams Dairy_16661 S Fowler Ave_Fresno.pdf,0.0,0.0,0.0,140.0,15690.59,990.59,0.0,5127.02,4415.3,0.0,28661.17,11529.97,0.0,986546.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26807.424390243905,0.0,0.0,-100.0
Maddox Dairy Ltd.,12840 W Kamm AVE RiverdaIe Fresno 93656,3350.0,400.0,1300.0,1500.0,900.0,900.0,,126061.79,0.0,0.0,0.0,251314.04,641555.91,0.0,0.0,193236.24,24450.36,136706.42,0.0,0.0,0.0,0.0,0.0,193236.24,193236.24,24450.36,136706.42,981064.57,0.0,0.0,0.0,0.0,2023AR_Maddox Dairy_12840 W Kamm Ave_Fresno.pdf,0.0,0.0,0.0,8350.0,193236.24,193236.24,0.0,24450.36,275764.4,0.0,136706.42,778262.3300000001,0.0,981064.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516248.6585365855,0.0,0.0,-100.0
. Please find the following,25500-2438 W West Whitesbridge RD Kerman Fresno 93630,6300.0,800.0,2480.0,3350.0,1200.0,1200.0,,249126.57,81.0,0.0,0.0,0.0,0.0,0.0,151276325.0,0.0,0.0,885435.35,4129571.15,0.0,0.0,0.0,0.0,404762.47,404762.47,117718.84,885435.35,4129571.15,0.6,1.98,1.11,4.55,2023AR_Bar 20 Dairy No. 2 & 3_25500 W Whitesbridge Rd_Fresno.pdf,36.740952,37.84318056,98070602.42124,15330.0,404762.47,0.0,0.0,117718.84,0.0,0.0,885435.35,885435.35,0.0,4129571.15,4129571.15,0.0,572642913.4182501,5.839088363693255,98070602.42124,101012720.4938772,5.839088363693255,0.0,0.0,0.0,0.0,2892165.634146341,0.0,0.0,-100.0
Generations Dairy,This owner is responsible for paying permit fees.,1437.0,138.0,225.0,0.0,0.0,0.0,,42926.28,80.0,385370.22,550528.89,92582.09,284639.85,708344.55,19895121.0,100056.5,8077.94,62610.44,925521.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023AR_Generations Dairy_6043 S Madera Ave_Fresno.pdf,36.28736,37.3759808,21486516.9624,1800.0,0.0,485426.72,0.0,0.0,100660.03,0.0,0.0,347250.29,0.0,0.0,1633866.32,0.0,75311189.98461,3.505044122153426,21486516.9624,22131112.471272003,3.505044122153426,0.0,0.0,0.0,0.0,503194.60975609755,0.0,0.0,-23.415272634420308
John DeGroot & Son L.L.P.,6105 W LincoIn AVE Fresno Fresno 93706,2789.0,401.0,835.0,1178.0,487.0,0.0,,103487.96,0.0,0.0,0.0,211544.85,556107.71,0.0,0.0,247313.91,18563.57,256867.01,0.0,264354.52,75404.71,309683.82,3259309.87,247313.91,247313.91,18563.57,256867.01,2669340.1,0.0,0.0,0.0,0.0,2023AR_John De Groot & Son Dairy_6105 W Lincoln Ave_Fresno.pdf,0.0,0.0,0.0,5690.0,511668.43000000005,247313.91,0.0,93968.28,230108.42,0.0,566550.8300000001,812974.72,0.0,5928649.970000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210184.887804878,0.0,0.0,-100.0
Triangle M Dairy,11302 Avenue 18 1/2 Chowchilla Madera 93610,1655.0,179.0,104.0,547.0,350.0,0.0,,54201.53,78.0,481391.9,687702.72,113734.81,325646.45,820417.8,64360000.0,198461.46,38508.5,262385.83,1251245.96,196274.49,45992.81,209768.95,2173489.14,198461.46,198461.46,38508.5,262385.83,1251245.96,0.87,0.7,0.63,2.26,2023AR_Triangle M Dairy_11302 Ave 18.5_Madera.pdf,35.380176,36.44158128,24394358.924644798,2835.0,394735.94999999995,679853.36,0.0,84501.31,152243.31,0.0,472154.78,588032.28,0.0,3424735.1,2071663.76,0.0,243628987.60000002,9.987103508338965,24394358.924644798,25126189.692384142,9.987103508338965,0.0,0.0,0.0,0.0,642111.8678048782,0.0,0.0,-25.02990146472685
JOHANN DAIRY,11511 W FIoral AVE Fresno Fresno 93706,4225.0,450.0,1600.0,1520.0,700.0,680.0,,156093.04,0.0,0.0,1930542.86,317741.31,836884.73,0.0,0.0,395180.88,62703.54,491554.41,0.0,304908.24,90977.31,389058.65,0.0,395180.88,395180.88,62703.54,491554.41,2552945.13,0.0,0.0,0.0,0.0,2023AR_Johann Dairy_11511 W Floral Ave_Fresno.pdf,0.0,0.0,0.0,9175.0,700089.12,395180.88,0.0,153680.85,380444.85,0.0,880613.06,1328439.14,0.0,2552945.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817091.6463414636,0.0,0.0,-100.0
AJF Dairy,23435 12 RD ChowchiIla Madera 93610,780.0,90.0,232.0,0.0,0.0,120.0,,24164.44,0.0,0.0,306170.28,50614.35,149377.2,0.0,0.0,101980.64,10452.31,172716.77,0.0,67073.98,23962.76,121838.0,353928.6,101980.64,101980.64,10452.31,172716.77,818584.76,0.0,0.0,0.0,0.0,2023AR_AJF Dairy_23435 Road 12_Madera.pdf,0.0,0.0,0.0,1222.0,169054.62,101980.64,0.0,34415.07,61066.659999999996,0.0,294554.77,322093.97,0.0,1172513.3599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294363.29268292687,0.0,0.0,-100.0
FREA DAIRY LLC,6205 S. BrawIey Avenue Fresno Fresno 93706,280.0,18.0,158.0,100.0,0.0,0.0,,10190.53,0.0,0.0,125972.12,21264.9,55462.18,0.0,0.0,0.0,2442.58,24902.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023AR_Frea Dairy LLC_6205 S Brawley Ave_Fresno.pdf,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,23707.480000000003,0.0,0.0,80364.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119137.52585365855,0.0,0.0,-100.0
lest Family Farms,14576 Avenue 14 Madera Madera 93637,3690.0,565.0,2025.0,1910.0,735.0,715.0,,147839.77,74.0,1267588.14,1810840.2,295721.19,716366.37,1867358.25,135777000.0,246504.43,55261.44,391794.2,7218434.68,409926.82,114798.3,475320.92,6902857.58,246504.43,246504.43,55261.44,391794.2,7218434.68,1.24,1.26,0.76,6.6,2023AR_Iest Family Farms Dairy_14576 Ave 14_Madera.pdf,33.565808,34.572782239999995,53694123.777388,9640.0,656431.25,1514092.5699999998,0.0,170059.74,350982.63,0.0,867115.12,1108160.57,0.0,14121292.26,9085792.93,0.0,513971613.57,9.572213445569753,53694123.777388,55304947.49070964,9.572213445569753,0.0,0.0,0.0,0.0,1782693.7219512193,0.0,0.0,-28.894788578007596
Double DJ Dairy,14768 Avenue 27 Chowchilla Madera 93610,2820.0,360.0,500.0,0.0,0.0,0.0,,85251.11,78.0,0.0,0.0,0.0,0.0,0.0,107291900.0,0.0,0.0,353334.69,2122432.63,168599.7,35673.3,232546.32,2413946.04,293811.47,293811.47,74225.48,353334.69,2122432.63,0.89,1.06,0.85,2.27,2023AR_Double DJ Farms Dairy_14768 Ave 27_Madera.pdf,35.380176,36.44158128,42297743.391696,3680.0,462411.17,0.0,0.0,109898.78,0.0,0.0,585881.01,353334.69,0.0,4536378.67,2122432.63,0.0,406143831.179,9.602021257208138,42297743.391696,43566675.69344688,9.602021257208138,0.0,0.0,0.0,0.0,1021051.843902439,0.0,0.0,-100.0
Mt. Whitney Dairy,2792 W Mt. Whitney AVE RiverdaIe Fresno 93656,1725.0,275.0,750.0,600.0,250.0,0.0,,65975.34,0.0,0.0,814606.21,135424.79,349619.94,0.0,0.0,104428.4,0.0,117425.4,0.0,7557.55,2574.55,9799.9,0.0,104428.4,104428.4,33509.8,117425.4,902855.36,0.0,0.0,0.0,0.0,2023AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno.pdf,0.0,0.0,0.0,3600.0,111985.95,104428.4,0.0,36084.350000000006,135424.79,0.0,127225.29999999999,467045.33999999997,0.0,902855.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766455.3658536586,0.0,0.0,-100.0
Gerrit Visser & Sons,18565 S Marks AVE RiverdaIe Fresno 93656,955.0,130.0,400.0,330.0,95.0,1.0,,34153.95,0.0,0.0,422280.18,70155.81,184650.69,0.0,0.0,45271.73,0.0,40470.31,0.0,0.0,0.0,0.0,0.0,45271.73,45271.73,11739.91,40470.31,260618.94,0.0,0.0,0.0,0.0,2023AR_Gerrit Visser & Sons Dairy_18565 S Marks Ave_Fresno.pdf,0.0,0.0,0.0,1911.0,45271.73,45271.73,0.0,11739.91,70155.81,0.0,40470.31,225121.0,0.0,260618.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414071.0317073171,0.0,0.0,-100.0
Kerman Cattle Co,4301 S Dickenson Fresno Fresno 93706,770.0,70.0,100.0,50.0,50.0,0.0,,22349.87,0.0,0.0,286626.14,0.0,146956.21,0.0,0.0,181482.88,19613.97,141133.2,0.0,0.0,0.0,0.0,0.0,181482.88,181482.88,19613.97,141133.2,937763.37,0.0,0.0,0.0,0.0,2023AR_Kerman Cattle Company_4301 S Dickenson Ave_Fresno.pdf,0.0,0.0,0.0,1040.0,181482.88,181482.88,0.0,19613.97,19613.97,0.0,141133.2,288089.41000000003,0.0,937763.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273554.21463414637,0.0,0.0,-100.0
